-inf,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-1.815427530336622297e+01,5.691760052559454053e+00,-2.438821573865912029e+00,-3.603191979621525598e-01,-4.924395814810939020e-01,-1.522584294326251975e+00,3.613793330883416366e-02,-2.425256133435908790e-01,-2.245797824115835506e-01,7.700813808144906236e-01,1.222942084759377046e+00,-8.076754803837127294e-03,1.416363785365516159e-01,-8.508864979177392929e-01,-3.169136919474915826e-02,1.014248727685291618e+00,2.919018745802479109e-01,8.203759600908926419e-01,2.353377307370787264e-01,-3.372908555475613301e-01,1.868290423372192255e-01,-5.519809830679212048e-01,2.896812062846646496e-01,4.107256377120598878e-01,-8.741364023486535295e-01,1.729159808224106920e-01,-4.002717562727619027e-01,-5.495640485483228588e-01,-6.733306635144825636e-01,-5.893148945036241759e-01,7.912880717060537528e-01,4.458683544128390075e-01
-5.046766537395534158e+00,6.542154631353526817e+00,1.631109596363416792e+00,-9.408538913690140948e-01,9.935739181101708173e-01,6.063642492864182998e-01,9.726370106278647842e-01,5.001219649038056714e-01,-7.477531901748655230e-01,1.108200208365758943e+00,-5.861120229812434579e-02,-8.010073189325055409e-01,-2.491242250451461415e-01,-6.836643562955395659e-01,1.319374280875568184e-02,4.453036131975574019e-01,2.714909342124448011e-01,2.433505639622411121e-01,-8.750639703923155377e-01,-7.718228310262400527e-01,-2.536069542718669134e-01,-1.035375722138927590e-01,2.760409215979484077e-01,-3.280244625570137851e-01,5.294613263132286196e-01,4.399641459485417183e-01,-1.720053690838155291e-01,2.003268176677767687e-01,1.956808056841669585e-01,-5.403210669151767842e-01,-4.357163452531043202e-02,8.682063933534589495e-02
-2.498384990327811916e+00,7.032188111283460330e+00,-5.528497189323451355e-01,-1.370900316417463571e+00,-2.508204161749121863e-01,9.478165538084097896e-01,1.257380948909519791e+00,8.787771194523542606e-01,-1.079711882522100264e-01,5.799300393661389608e-01,-4.656339166285348996e-02,-4.879326468023460484e-01,-2.623013827312108415e-01,-3.634007237826466508e-01,9.290701127541656223e-01,4.301449059810981135e-01,-1.729919242661841772e-01,-6.315946227390040191e-01,-3.848379264637376007e-01,-1.492194413784606599e-01,-2.985591116289981750e-01,-4.132120586741948598e-01,-2.801538557237227001e-01,-5.401095274757582443e-01,2.494244194389826919e-01,2.137163868643575659e-01,1.139733271036688089e-01,-2.359532965636824131e-01,-4.192676257247736626e-01,1.219372103508790106e-01,1.887025763475309037e-01,3.804246852502775056e-01
-1.081188763798280661e+00,4.038401004317714538e+00,1.917787340871268231e+00,-1.719646499094247716e+00,5.764892691781753342e-02,7.489164458368147148e-01,8.187773798130841829e-01,4.522969912693697858e-01,9.812539176332032431e-01,1.706744515815249441e-01,2.778411538058881969e-01,5.739883254787421230e-01,1.150342700202049984e-01,6.816704823367152333e-01,9.368057710887296441e-01,2.532001046545510059e-01,-3.294260541425972910e-01,5.219362781661899264e-01,5.527244800135164837e-01,-3.815263539023657224e-01,2.961512363298341444e-01,1.125586447084334363e-01,-9.038522248943616777e-01,-8.630974151616449541e-01,-9.370461344428721029e-01,-6.310926039513722330e-01,9.529142677578061882e-02,-6.148160997082854351e-01,-1.543612579678380170e+00,-5.556950970242768850e-02,6.762952915714550706e-01,-2.997395798276123458e-01
-5.558038904852867779e-01,3.638645467998785854e+00,2.361820612801994290e+00,-1.880967972843465619e+00,-1.443599129492135758e-01,3.231594371460949633e-02,-7.276352044642476757e-01,5.062477567605222495e-01,-1.070917401931475776e+00,5.768874430349092419e-01,2.058897994752174609e-01,-9.023195520390041580e-01,-9.713375492027332969e-01,-1.715428561482584824e+00,-1.556822425150396150e+00,-6.615303043505392777e-01,-1.389004283143019824e+00,-3.908361698367187609e-01,-5.169174167747700999e-01,-1.141154400512371936e-01,6.533636242234786007e-02,3.899270661329532484e-01,-8.850413942502904918e-01,-1.011611429447766053e+00,-2.666742912006955235e-01,3.202658524170614585e-01,4.495762547961882349e-01,-5.673706406353620224e-01,8.895141962760577670e-02,3.758215932019768335e-01,-5.448279155740469726e-01,-3.154398091446679597e-01
-3.177833856297751058e+00,6.643307286936709133e+00,1.273741229858722512e-01,-1.622917707628908301e+00,2.603491418733472340e-01,8.053323206464796380e-01,-8.275416226045299029e-01,-1.463479667599612566e-01,4.064511277688767632e-01,8.213492336611686317e-01,2.067375111288651368e+00,-3.758273580262126989e-01,1.176466469434763185e-01,5.399702462473584541e-01,1.015187146482709191e-01,8.231618886801628232e-01,1.061883377063844280e+00,-7.079091158176358256e-01,4.045140978878617455e-01,1.463051078847696473e+00,-1.191320919514375631e-01,-5.335789030717994486e-01,-1.769250454587975030e-01,-3.829194366574043551e-01,2.159772236278453827e-01,-2.651318000641934847e-02,-8.602804645398853811e-02,-3.829864562543557893e-01,-1.874582749086170397e+00,2.402210019361095128e-02,1.802282823263858802e+00,-1.638592770698270584e-01
-2.267037917201580211e+00,7.062526750275854859e+00,-5.433304786986691282e-01,-4.986755776201418078e-01,7.255860265263797126e-01,3.998992520107418347e-01,-6.387889798074733450e-02,-3.943306456058986997e-01,3.993654100255542017e-01,1.260524103445648691e+00,7.881969940968304167e-01,-4.188084101589062969e-01,-4.628491037592579738e-01,-4.243802580372007527e-01,3.167384246989023433e-01,-7.210410292281405065e-01,4.191017507474478765e-01,3.543992837255860451e-02,-9.798758414083678092e-01,2.981318811654785628e-01,3.049120017197988752e-01,-7.519597926037768776e-01,2.784611124533332704e-01,-5.223397239276728055e-02,4.747407966907193910e-01,4.072012583629969207e-01,-4.412833625813918775e-02,-5.227084364956935403e-01,7.061445154644722111e-01,-8.651272567528422996e-02,-8.281614574335927070e-02,1.265792010004028079e+00
-1.260281881467160803e+00,5.555815301078379065e+00,5.480717181715900610e-01,-2.656513418633310586e-02,5.970757959038865970e-01,7.946795408463510624e-01,8.618084160470719235e-01,4.856975822878233373e-01,-8.550604571782727259e-02,7.833312746292763196e-01,3.911560226686278119e-01,-7.161478076116123415e-01,-1.536195419109535276e+00,-1.213238759014160006e+00,-4.711990675554206254e-01,2.086729304596963708e-01,6.501805634988476745e-01,4.913667909961594304e-01,7.227793348620766833e-01,1.266555810385484593e-01,2.817888219974107322e-02,-4.632744738689524855e-01,-5.948929939881859585e-01,-3.364252160778881118e-01,-5.464193940666187688e-01,-5.656545294786219369e-02,-3.624486738855395851e-01,-9.763399018358932535e-01,-1.575269238926087501e-01,1.053292595273618515e+00,9.582906855730563001e-01,9.693276718637195977e-01
2.576140784601240186e-01,4.861532203450787293e+00,8.261408966521464059e-01,-4.319329968112586293e-01,7.067036852905570488e-01,2.876108630875481298e-01,-2.688321227379599221e-01,4.349988486968749402e-01,2.422744718008342235e-01,8.286728190070931088e-01,-1.378017214041331873e-01,-5.788985983238128519e-01,-8.315289520132945755e-02,-2.105055176861624772e-02,5.853051795256307699e-01,-2.335436292877761111e-01,-5.636588312402706080e-01,-9.511751398880334829e-01,-8.260391504024382492e-01,-9.184157144365628911e-02,7.837517001049829068e-03,1.443137250388703829e-01,-3.240605900452034893e-01,-1.119191665735940200e+00,-3.245690068793753436e-01,1.266463333278013970e+00,1.799732772730193164e-01,-5.607036360521312490e-01,-2.662103291963346940e-01,2.343999348664834448e-01,7.726768221421449478e-01,8.153530144216110109e-01
